795671,808247,832282,835497,836043,859130,859415,865097,872410,876895,880279,881391,881707,891580,895145,898694,907558,911165,911834,913038,927614,931072,
768614,823122,861077,882847,902072,912965,913530,915815,930459,941216,945880,948594,952311,953436,957786,967788,970441,971984,973295,975337,990420,1003402,
802290,825262,842722,850187,859578,870562,874837,895216,897452,899980,908040,922416,926676,934363,939861,943955,944047,951114,953259,956191,962187,975671,
716701,826106,852353,866720,882748,898908,899524,912224,915301,926317,936965,937850,948345,953660,959829,960818,975284,976106,980183,987280,989183,997848,
767138,773731,794813,797853,799435,800884,801004,803595,818033,824421,827075,827150,829330,832235,841247,841688,844417,863048,887595,891679,912088,929905,
745156,777665,801227,852652,869612,870222,873430,880558,887694,889179,892880,895613,897089,905377,908369,910838,917717,917804,939568,939691,959695,973570,
802322,821037,829445,834945,838913,839342,842818,844736,850155,857713,862830,866372,869873,874407,876737,879177,882220,884138,885483,889479,898922,918328,
750030,809670,811726,822171,854661,860748,873651,879087,884891,885499,885713,885735,887683,897016,897762,902185,905652,906787,906891,918549,952497,954549,
786842,809667,816846,823492,826456,827399,831318,831794,845658,855521,855854,864830,865700,866397,870679,870892,879931,883714,886795,888073,893733,907937,
818890,854059,875313,875825,883764,888047,908223,910135,920977,921854,924852,932273,932411,935052,944296,947247,951689,975715,977287,983956,996783,997502,
777006,802881,848566,851747,872591,875452,877001,878465,880009,885435,888763,889387,889762,893877,895715,896943,902224,902339,908204,918074,937620,941800,
777541,815932,842718,848681,850729,852209,861370,862088,868487,878121,882421,884731,896928,898485,899705,903693,904897,906184,907796,911344,917866,943462,
752955,764493,805683,910536,913689,917900,937583,939722,948562,949434,953783,955941,956173,959241,961445,961800,965232,967597,984982,991985,993460,995807,
781658,837053,892739,893666,911479,939567,943084,944076,949715,972479,978670,983692,985463,1000924,1015909,1017129,1022407,1033775,1044471,1066311,1086991,1109972,
754243,781653,794097,814512,823465,841387,844745,849365,851416,852684,863103,863827,870253,877062,880483,906344,912881,915304,930576,935673,939446,953468,
756051,804346,810930,832367,859299,889506,889744,920050,920691,922117,935986,936505,963134,967967,971934,979232,988727,1005163,1013248,1018838,1030837,1048502,
803698,843717,853276,878691,883592,886651,899257,907450,935236,940114,949184,966369,970893,971213,972935,974812,988709,990116,997111,1003727,1009222,1018481,
713603,798892,836282,836382,847281,864124,871525,890279,891104,917898,920007,921774,925490,940358,945750,951624,953352,975353,993190,1006207,1013026,1046059,
770921,785133,813575,814981,816679,824905,848607,852356,852398,854818,868268,877847,883874,893891,907730,910349,911381,912145,913036,921298,928741,936380,
749333,796996,841585,856404,860118,865024,868408,888097,892046,899023,901491,904562,906366,914892,924362,932589,932689,938695,941500,949816,956437,960192,
799890,800524,822713,828567,831930,835695,836887,838307,839536,845732,850610,851411,852958,854863,855510,856165,859016,860748,865759,868997,874216,876133,
821008,822521,833163,834523,856153,869050,869559,877211,880814,881393,884625,885718,891487,891724,914699,916801,922784,926922,931197,935149,945670,948869,
807300,822618,843061,844949,847799,851536,857150,857268,869876,870567,872277,878302,881075,881472,882660,882665,882962,892012,892326,896881,904258,923023,
767751,782034,786910,787530,793075,794742,796317,797562,801276,801495,803867,805250,808913,810532,810599,818173,819998,832670,832725,837054,847543,858053,
739022,752016,793242,799793,814807,814854,821526,830020,837323,838155,838382,841326,847082,849765,850674,850747,862642,880779,886486,906076,939536,941828,
787064,814688,869725,874259,875141,908546,912501,914010,914919,916201,916903,918962,919188,920386,931876,937933,938738,939416,943625,969769,974178,992249,
757508,779983,807785,833735,837545,844184,856799,859550,862500,872322,878162,910174,910331,913256,916452,916992,928292,931906,938277,941928,943869,961515,
729142,777177,851870,854736,871872,874340,890834,895059,897786,904172,914203,923526,924757,926618,931194,932594,933728,946354,950422,951720,959553,974735,
708132,717281,816525,819326,829229,859778,870803,879292,879585,895899,896021,906027,910372,923125,933988,940128,957841,960792,965599,969420,990401,1001366,
783128,836247,838943,844115,863852,872532,881395,896021,896480,900635,905144,906553,917428,919863,926724,928878,941549,946831,952298,952429,958261,969773,
844714,856926,879624,897611,914451,923873,924062,925061,929377,938925,939531,948673,956848,958840,959202,961176,961985,965618,972726,979614,980020,981385,
822631,848864,866719,879757,889684,890356,901539,906180,914908,915029,918009,920609,924240,932155,933845,938932,943130,949941,953372,954940,955299,981403,
752234,839411,856884,858732,860255,862035,864644,880163,893629,894907,898462,910972,915429,916756,926455,933551,934449,956059,956240,956534,965939,978019,
747139,777942,790932,832382,839785,850045,852868,854718,858907,860421,863789,864991,865511,867479,869122,876065,881376,887773,888097,910036,911516,913481,
774098,784703,791278,800636,808133,815912,816250,827798,830538,831266,835241,841450,843602,850376,851461,852870,852948,858910,863403,867672,873984,885085,
786937,813154,820207,829841,831242,841127,854971,862284,881804,882173,888462,905737,906865,913636,914388,923993,924662,926215,930772,933736,935231,945940,
797242,799495,800852,803837,807015,808329,812316,813470,814185,814322,815688,818821,819013,820596,821565,822301,825167,827322,827808,829498,833785,837481,
805315,810591,828890,841969,842987,845995,846227,846748,849337,851712,859836,860524,861780,865786,866941,867041,867696,874683,875404,878929,886305,888583,
788516,804079,820095,837791,899450,899991,900331,901908,910251,912844,914751,924354,939739,947258,947564,950488,955859,961644,963961,980416,982569,996999,
781136,836714,858979,863177,875511,880986,881304,887422,899707,902210,902766,914410,917815,919858,921517,924014,926822,932172,943007,956143,961611,985268,
757034,808958,815048,828438,861246,865663,869737,870092,871328,874469,877452,878154,878374,880516,881759,882712,894958,899017,902414,910275,925470,942996,
698236,841384,850552,880340,907422,928312,931909,933125,935557,935600,949565,952608,968852,972315,982879,986733,988946,990398,997893,1003618,1003663,1024422,
820692,839544,847560,848086,855539,882118,891660,901569,911192,913269,934122,939044,941042,952277,955865,962311,965994,987643,1027211,1038752,1049503,1057868,
775991,811285,851130,856748,868777,891887,899902,904786,913673,915752,927332,930669,939966,941118,944618,947626,956129,956286,965618,975238,984452,1007858,
768764,817232,818390,819452,822896,837572,850513,856258,856955,857148,866050,873737,877406,882473,891395,900402,904244,909229,909477,926525,950024,955078,
693863,790685,823749,843357,878474,883595,896065,898698,898998,899053,899083,912628,919478,921039,921441,934872,942913,943860,948617,966224,986393,996518,
763895,804353,836735,868489,872577,878851,879292,884780,886710,895431,902902,903211,908758,913237,915927,916798,917979,921819,923548,932008,950697,953153,
785254,798242,818885,838403,840045,853949,856460,856932,860629,862166,866302,876421,876426,879519,882544,894042,896036,897494,900792,929825,931020,941983,
800720,826709,834128,867900,877617,887643,890428,897978,899035,906249,907342,913913,917876,919303,923745,926493,929889,932342,934054,935697,939321,970651,
749147,861267,864587,870512,879223,888506,889062,900700,917953,925170,929820,933396,934655,935077,940675,947473,951981,955145,957024,967050,968746,975266,
776161,833328,834482,851243,862228,863133,870036,873394,886568,907451,909986,922594,927751,928099,932194,951233,965680,983327,989122,999439,1011170,1023626,
776307,816655,823474,839395,859200,864892,871659,882329,884706,888719,898947,900446,901479,905900,910222,925841,926807,930502,935574,953871,961287,962139,
800873,817556,836704,840062,852803,855345,865222,883018,884844,885934,886313,890797,898874,903868,906163,912743,915402,923573,927170,933758,934129,937533,
850036,853614,864028,868418,876048,883398,901659,902562,905982,908851,913101,929387,937685,941168,943901,944016,944761,945695,947849,954153,956717,960062,
755363,798250,800510,804718,815978,826466,827578,830430,831472,837128,840222,848756,853743,858115,864693,866554,870319,871857,877486,877770,886144,905749,
758878,784811,813580,844595,846066,848006,865512,872113,872581,896060,903029,905202,906439,914188,918228,920032,924385,926571,938736,944034,951095,964990,
786483,810936,815941,838867,842034,843743,855808,861248,869144,869990,870439,880173,882801,894259,894692,903387,904259,906556,907148,910695,911035,913667,
751858,759412,783928,799910,809081,810232,811060,816466,822040,824465,824735,829400,830244,840715,844105,844663,846336,850957,860040,862088,864403,869192,
803363,831077,844586,854532,859680,886256,890120,913676,919767,925781,930485,936942,937457,939020,943853,945782,946916,957944,968997,976173,976857,986146,
785304,824139,834944,848454,862099,880298,880624,899751,914578,917606,920039,927367,932256,938863,941975,946881,951241,966516,968804,990208,1006270,1018843,
774477,832797,865586,868835,872932,873345,881011,886878,888197,899544,912855,915618,927450,943320,949293,957635,960008,966401,967213,975490,978082,1022719,
745614,805245,825076,840109,841567,843784,861785,863194,867438,875307,877398,886986,887409,889243,893954,897110,898032,905925,906619,907946,914937,923743,
785517,822124,831584,843390,846178,863587,885729,885744,899215,901277,906681,907273,907708,917138,927128,928611,929641,935938,936068,936104,944323,955878,
821621,832201,836981,847289,851591,860377,865718,866788,866793,866845,875341,876382,881886,887719,901834,903260,903928,935531,937765,940326,946882,951089,
780041,786237,849988,850758,851953,854276,856156,859592,875481,879649,889281,890942,893855,898494,901347,909607,910000,916074,929188,934387,938151,948466,
809170,849342,863379,864156,868117,872051,875178,884166,885481,888485,889386,895102,900413,909657,920542,924789,928320,928400,937726,942172,948939,949525,
799522,800728,825330,849643,866051,872581,876926,890297,893238,893865,900346,908948,919006,921700,922563,923344,925356,933428,941408,942574,943863,954089,
781918,805340,821890,829094,831227,832282,837097,853384,853475,853836,856458,857251,858950,862973,864583,864812,865306,873007,877447,878724,888545,899808,
787142,808202,827008,860611,864370,867601,873627,875276,875675,888224,889606,891568,894161,894205,898330,908865,911119,911229,914491,915326,918810,949561,
794192,810120,823435,853115,855657,856041,860881,863197,871560,873489,876286,878204,887643,888080,890491,891129,895473,899226,904907,907460,954017,957730,
842986,846889,858926,865219,887013,900393,903526,912948,916226,919146,925623,929767,947453,949899,953163,956598,959738,967618,975824,979405,980875,998529,
802082,812230,812431,812524,814352,822410,826692,828140,829105,829886,835727,835819,839875,844525,880054,882065,884345,884597,906897,913172,920632,931844,
802527,865373,865384,872043,873590,879313,879716,886844,895947,898674,900215,907728,910364,910994,911300,915782,918401,919705,923683,935804,937548,939578,
822240,847661,850212,872681,881701,883740,888906,890878,895982,898631,899338,900092,906567,913557,915610,917867,928700,929804,931468,935666,952597,953525,
710467,837736,841785,855381,867515,878606,880903,883690,894940,897281,899945,901186,915733,925938,935335,938928,951908,961393,979791,981286,999518,1003425,
792372,798255,822427,824976,848676,856420,861193,864618,865723,866290,866608,885001,891294,891555,893724,899434,910793,912719,919115,930493,944648,951774,
811825,854151,857868,872898,873124,878762,892824,895997,901737,905286,913260,916995,918064,919843,921599,928995,930988,940911,943179,956681,965621,983210,
805618,812591,814635,822313,840604,856439,869441,875521,878136,892493,898745,909000,911768,918717,922261,922611,930320,940715,946351,958305,960977,967574,
775560,783621,805553,807514,809338,813263,815007,828822,833985,848271,850678,855690,856125,857106,861741,863443,875750,880862,882203,889504,914078,915604,
794173,818591,862466,864572,878926,885832,889697,890734,891588,892378,894425,902370,910031,910108,911032,916424,920368,928157,929071,932415,935842,937581,
752697,808726,811902,814387,817765,829026,832874,839442,841898,845755,846270,865408,866782,869001,880398,885388,888089,888936,889338,894978,898867,913381,
792772,815119,865809,865888,870019,873207,886074,888621,897879,900214,908865,922351,931650,932000,933097,935302,936412,937125,938006,943492,949345,954769,
806419,808857,822245,843285,844611,846344,846711,854003,857201,857645,859760,860090,867566,872647,882205,883294,883786,892400,894167,900207,901880,910408,
815937,846870,847025,852458,859704,874590,876864,897489,899471,904070,914781,922104,928668,929302,935141,939412,949674,950180,951244,958404,961735,971332,
767231,771182,783584,786251,789245,794764,795626,801709,807348,809695,813870,815090,815508,819480,825520,828755,831659,831803,836375,837505,837564,846567,
746508,768457,778153,794930,801979,816102,821652,832923,834992,838341,848149,851430,854130,855616,863454,864188,869668,878838,879600,882730,894558,901451,
822012,829468,835114,836028,836225,839037,843410,848157,850587,851935,853336,856039,858172,865151,867192,874560,879901,880007,901916,906218,923334,927413,
798564,833092,840563,847151,849802,850599,855279,856987,858314,867077,869668,872275,879036,879263,879961,881830,882671,884246,885330,885530,886930,906970,
727725,788094,819235,825062,830732,834422,840108,851808,851912,853336,854291,862967,863409,868449,875515,879187,881458,882443,892294,894956,903721,912997,
762123,776953,801636,815886,836280,847364,848490,855262,856188,865214,870355,871252,886456,892092,893933,894830,901478,915339,918381,927009,941146,960143,
755665,802462,811578,824384,829589,830929,843663,846123,857642,873217,873971,876600,887673,890909,891763,895950,898177,910642,911638,914834,922041,926062,
744817,828257,830570,865597,880666,882304,886476,889397,893770,899150,903122,919750,920141,924524,925485,926367,938623,941573,942070,943580,958954,961565,
840755,846364,848229,860849,860933,862118,863490,864909,865753,869632,888626,902515,902575,908310,918402,922941,928174,933334,937292,947283,956408,987190,
797209,845669,860269,872667,879226,886536,887737,907769,927319,932488,933788,937786,950485,955689,958497,958602,958831,961476,965494,973802,989142,989525,
725628,755931,820500,841102,860843,862126,862815,879895,886341,896334,905476,906637,922982,924334,930602,932509,938927,939116,953506,972182,978119,995838,
774378,812074,812910,819723,821574,822116,830278,830667,831027,833756,841239,841907,843579,843754,845460,849567,853125,854805,862356,871151,873619,874138,
799553,816010,823335,826982,833521,847908,850733,862605,863186,871997,876770,879470,881609,884609,886363,888338,889325,900780,911052,919045,930367,939548,
799189,840822,843519,845350,852469,864243,868808,874809,874959,882886,896847,898420,899669,902301,912640,915762,920161,935453,938106,940538,949628,967136,
770716,781838,807069,816274,822277,824741,828800,834472,839606,840244,844370,846764,847129,849186,851826,852350,860336,865742,872645,876329,882849,891310,
767309,871759,872369,874095,880775,881602,888248,889585,896343,899465,905223,914896,918988,921447,922033,923125,937534,938015,938262,966165,982141,1005869,
772113,840989,841538,855795,860285,861510,867492,875778,880834,881238,886426,888695,889791,889860,894159,901082,903426,903673,908284,923023,924996,926696,
779530,784594,803285,819832,828713,830656,832085,833802,848502,851858,852792,860737,861376,867674,871441,880972,882997,889719,890667,898770,899004,910679,
803682,822718,831279,837678,867895,869903,879237,882826,897690,898222,899209,903047,910066,914276,925074,927901,939847,948552,951801,953071,963922,968622,
790573,794071,795226,817066,818939,820126,823089,829326,831516,831874,832422,836005,840845,843151,844508,845305,846251,853852,856468,859841,859928,873907,
806566,830122,859230,859655,872739,873593,874988,875455,886345,892510,892568,892646,902341,909387,912438,917128,924986,928385,930061,938936,942051,965523,
776890,788680,790108,792615,808376,809038,817395,818274,818414,821608,821637,823076,832935,842373,847955,851251,852393,853797,855508,858906,861180,862861,
793556,827736,845217,861050,886640,891506,895174,897615,914271,922405,929159,932203,933988,935955,937415,940026,944944,948257,950081,956286,961715,984182,
813882,822105,840635,860131,872674,873481,875902,881257,906164,906265,908005,910536,912426,912453,917927,918725,918770,925970,927036,938016,957259,969447,
829255,835800,837992,845023,854381,854866,858282,861362,871755,873109,873717,875220,878584,884848,885881,886519,891797,898329,900003,906305,907405,923207,
811170,836023,864338,882067,886611,893566,901146,905106,907705,908261,908539,911610,917084,922300,922953,923238,928777,936396,938568,941081,942696,958101,
777041,806879,822514,826726,847080,853724,858485,860920,863278,865969,868986,874110,880599,888103,889821,889933,894889,906512,906721,909906,910324,911071,
822887,833821,835045,839847,854217,862521,889377,889689,895755,901504,902605,915804,917357,920611,921481,930243,935415,939759,946443,951396,952228,960571,
738306,785620,798093,804124,807037,808184,808509,812782,813978,819750,821328,824202,826758,827588,830195,831971,835801,836858,838874,839293,847635,880344,
752332,849052,855013,861709,887429,889407,892639,898076,903450,905109,907586,910103,916264,929116,937878,939979,942442,948757,949190,960818,973196,990631,
763892,854831,871688,875864,878884,902873,905702,906495,909437,918874,920973,924789,928255,928721,941548,944972,945418,945564,948441,950845,970617,987296,
793909,794420,797726,809008,816879,821610,833911,843855,844755,844789,850152,850961,862274,862629,866687,870471,870489,871365,871520,874889,880730,889028,
777676,786167,786345,799915,806865,808887,812981,821202,821564,831496,831682,832348,838362,840823,843049,846625,851520,856343,868648,868650,870948,875523,
800522,813225,831909,856611,859398,861045,861149,866868,867229,871185,874422,884728,894340,895667,900126,902803,904544,904694,920851,923895,926954,940549,
776173,835995,843130,850820,872261,874614,888775,895209,898481,903380,906064,922636,933934,934871,945474,955396,955778,965253,965429,965461,972707,973020,
785209,839007,840855,842287,848895,850379,853582,867717,867742,867940,883240,887052,887905,902568,912634,924726,924749,937286,945258,958442,962645,968406,
809415,813591,817030,831753,858990,859856,864277,870128,871512,879474,886087,892042,892566,899377,905790,908986,909147,915276,926182,932908,940737,961119,
